map_acc	map_name	map_start	map_stop	feature_acc	feature_name	feature_aliases	feature_start	feature_stop	feature_type_acc	feature_dbxref_name	feature_dbxref_url	is_landmark	feature_attributes
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_Mng177_1_type=Marker_RFLP	G_r_Mng177_1	Mng177	65.00	65.00	Marker_RFLP			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_WmFPC_Contig7782_type=ContigW82	WmFPC_Contig7782		44.96	46.02	Contig_W82			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_Sat_358_1_type=Marker_BARCssr	G_m_Sat_358_1	Sat_358	45.49	45.49	Marker_BARCssr			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_WmFPC_Contig7801_type=ContigW82	WmFPC_Contig7801		53.41	107.75	Contig_W82			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_Satt303_1_type=Marker_BARCssr_confirmed	G_m_Satt303_1	Satt303	53.41	53.41	Marker_BARCssr_confirmed			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_WmFPC_Contig8_type=ContigW82_mismatch	WmFPC_Contig8		57.40	62.00	Contig_W82_mismatch			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_SSR0727_1_type=Marker_SSR-from-BAC_confirmed	G_m_SSR0727_1	SSR0727	59.70	59.70	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_WmFPC_Contig11_type=ContigW82_mismatch	WmFPC_Contig11		54.58	61.42	Contig_W82_mismatch			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_Sat_088_1_type=Marker_BARCssr_confirmed	G_m_Sat_088_1	Sat_088	58.00	58.00	Marker_BARCssr_confirmed			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_WmFPC_Contig17_type=ContigW82_mismatch	WmFPC_Contig17		58.92	64.34	Contig_W82_mismatch			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_WmFPC_Contig23_type=ContigW82_mismatch	WmFPC_Contig23		21.36	24.84	Contig_W82_mismatch			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_Satt130_1_type=Marker_BARCssr	G_m_Satt130_1	Satt130	23.10	23.10	Marker_BARCssr			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_WmFPC_Contig32_type=ContigW82_mismatch	WmFPC_Contig32		46.81	59.05	Contig_W82_mismatch			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_WmFPC_Contig35_type=ContigW82_mismatch	WmFPC_Contig35		92.36	100.78	Contig_W82_mismatch			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_Satt191_1_type=Marker_BARCssr	G_m_Satt191_1	Satt191	96.57	96.57	Marker_BARCssr			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_WmFPC_Contig59_type=ContigW82_mismatch	WmFPC_Contig59		39.51	48.03	Contig_W82_mismatch			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_Satt115_1_type=Marker_BARCssr_confirmed	G_m_Satt115_1	Satt115	43.77	43.77	Marker_BARCssr_confirmed			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_WmFPC_Contig100_type=ContigW82_mismatch	WmFPC_Contig100		41.38	50.34	Contig_W82_mismatch			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_Sctt010_1_type=Marker_BARCssr	G_m_Sctt010_1	Sctt010	45.86	45.86	Marker_BARCssr			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_WmFPC_Contig107_type=ContigW82_mismatch	WmFPC_Contig107		51.03	54.83	Contig_W82_mismatch			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_WmFPC_Contig138_type=ContigW82_mismatch	WmFPC_Contig138		49.70	54.50	Contig_W82_mismatch			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_SSR0560_1_type=Marker_SSR-from-BAC_confirmed	G_m_SSR0560_1	SSR0560	49.70	49.70	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_K443_1_type=Marker_RFLP	G_r_K443_1	K443	54.50	54.50	Marker_RFLP			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_WmFPC_Contig151_type=ContigW82_mismatch	WmFPC_Contig151		44.91	49.63	Contig_W82_mismatch			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_Satt501_1_type=Marker_BARCssr	G_m_Satt501_1	Satt501	47.27	47.27	Marker_BARCssr			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_WmFPC_Contig837_type=ContigWm82	WmFPC_Contig837		106.47	109.03	Contig_W82			0	
GmWmPhys2008_G	G	-0.28	117.36	GmWmPhys2008_G_Sat_372_1_type=Marker_BARCssr	G_m_Sat_372_1	Sat_372	107.75	107.75	Marker_BARCssr			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig214_type=ContigW82_mismatch	WmFPC_Contig214		44.93	47.50	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_Satt355_1_type=Marker_BARCssr	E_m_Satt355_1	Satt355	45.15	45.15	Marker_BARCssr			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_Satt716_1_type=Marker_BARCssr	E_m_Satt716_1	Satt716	45.63	45.63	Marker_BARCssr			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_SSR3657_1_type=Marker_SSR-from-BAC	E_m_SSR3657_1	SSR3657	47.40	47.40	Marker_SSR-from-BAC			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_SSR0759_1_type=Marker_SSR-from-BAC_confirmed	E_m_SSR0759_1	SSR0759	47.50	47.50	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig312_type=ContigW82_mismatch	WmFPC_Contig312		42.36	47.60	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig322_type=ContigW82_mismatch	WmFPC_Contig322		44.71	48.69	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_SSR1766_1_type=Marker_SSR-from-BAC_confirmed	E_m_SSR1766_1	SSR1766	46.70	46.70	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig369_type=ContigW82_mismatch	WmFPC_Contig369		-2.57	9.17	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig381_type=ContigW82_mismatch	WmFPC_Contig381		14.76	23.82	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_Satt384_1_type=Marker_BARCssr_confirmed	E_m_Satt384_1	Satt384	19.29	19.29	Marker_BARCssr_confirmed			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig400_type=ContigW82_mismatch	WmFPC_Contig400		44.45	47.15	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_SSR2520_1_type=Marker_SSR-from-BAC	E_m_SSR2520_1	SSR2520	45.80	45.80	Marker_SSR-from-BAC			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig529_type=ContigW82_mismatch	WmFPC_Contig529		41.59	45.12	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig551_type=ContigW82_mismatch	WmFPC_Contig551		41.82	48.98	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig610_type=ContigW82_mismatch	WmFPC_Contig610		35.98	38.62	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig789_type=ContigW82_mismatch	WmFPC_Contig789		0.48	6.12	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig1056_type=ContigW82_mismatch	WmFPC_Contig1056		41.84	44.88	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig1276_type=ContigW82_mismatch	WmFPC_Contig1276		69.91	72.69	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_Satt230_1_type=Marker_BARCssr	E_m_Satt230_1	Satt230	71.30	71.30	Marker_BARCssr			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig1399_type=ContigW82_mismatch	WmFPC_Contig1399		41.78	48.18	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig1570_type=ContigW82_mismatch	WmFPC_Contig1570		39.77	44.93	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig1621_type=ContigW82_mismatch	WmFPC_Contig1621		39.16	41.24	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_Satt699_1_type=Marker_BARCssr	E_m_Satt699_1	Satt699	41.24	41.24	Marker_BARCssr			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig1891_type=ContigW82_mismatch	WmFPC_Contig1891		26.00	59.50	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_A517_1_type=Marker_RFLP	E_r_A517_1	A517	26.00	26.00	Marker_RFLP			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_SSR1618_1_type=Marker_SSR-from-BAC	E_m_SSR1618_1	SSR1618	50.80	50.80	Marker_SSR-from-BAC			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_SSR2632_1_type=Marker_SSR-from-BAC	E_m_SSR2632_1	SSR2632	59.50	59.50	Marker_SSR-from-BAC			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig2567_type=ContigW82_mismatch	WmFPC_Contig2567		22.68	29.32	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig2679_type=ContigW82_mismatch	WmFPC_Contig2679		40.73	41.74	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig2701_type=ContigW82_mismatch	WmFPC_Contig2701		71.00	71.61	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig3227_type=ContigW82_mismatch	WmFPC_Contig3227		31.85	32.69	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig6136_type=ContigW82_mismatch	WmFPC_Contig6136		32.58	58.22	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig7287_type=ContigW82_mismatch	WmFPC_Contig7287		41.68	48.18	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig7551_type=ContigW82_mismatch	WmFPC_Contig7551		54.76	55.84	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_SSR2663_1_type=Marker_SSR-from-BAC_confirmed	E_m_SSR2663_1	SSR2663	55.30	55.30	Marker_SSR-from-BAC_confirmed			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig7738_type=ContigW82_mismatch	WmFPC_Contig7738		61.61	66.75	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig7780_type=ContigW82_mismatch	WmFPC_Contig7780		45.50	46.65	Contig_W82_mismatch			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_SSR2491_1_type=Marker_SSR-from-BAC	E_m_SSR2491_1	SSR2491	45.50	45.50	Marker_SSR-from-BAC			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig2769_type=ContigWm82	WmFPC_Contig2769		63.84	64.52	Contig_W82			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_Sat_381_1_type=Marker_BARCssr	E_m_Sat_381_1	Sat_381	64.18	64.18	Marker_BARCssr			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig2793_type=ContigWm82	WmFPC_Contig2793		14.80	15.99	Contig_W82			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_Bng027_1_type=Marker_RFLP	E_r_Bng027_1	Bng027	15.40	15.40	Marker_RFLP			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig2861_type=ContigWm82	WmFPC_Contig2861		38.98	39.34	Contig_W82			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_Sat_136_1_type=Marker_BARCssr	E_m_Sat_136_1	Sat_136	39.16	39.16	Marker_BARCssr			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig80_type=ContigW82	WmFPC_Contig80		43.77	46.20	Contig_W82			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_Satt483_1_type=Marker_BARCssr	E_m_Satt483_1	Satt483	44.98	44.98	Marker_BARCssr			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_WmFPC_Contig448_type=ContigW82	WmFPC_Contig448		44.30	46.49	Contig_W82			0	
GmWmPhys2008_E	E	-2.57	72.69	GmWmPhys2008_E_Satt263_1_type=Marker_BARCssr	E_m_Satt263_1	Satt263	45.40	45.40	Marker_BARCssr			0	
