map_acc	map_name	map_display_order	feature_acc	feature_name	feature_start	feature_stop	feature_type_acc	is_landmark
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Sat_254	Sat_254	11077057	11077057	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt634	Satt634	11441922	11441922	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt542	Satt542	12956661	12956661	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt296	Satt296	12976040	12976040	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt266	Satt266	14090534	14090534	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt537	Satt537	15794048	15794048	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt428	Satt428	17474956	17474956	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt579	Satt579	19409121	19409121	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Sat_423	Sat_423	23541419	23541419	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt412	Satt412	24850912	24850912	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt290	Satt290	28177583	28177583	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt282	Satt282	29515777	29515777	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt005	Satt005	30874783	30874783	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt611	Satt611	32075876	32075876	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt600	Satt600	32526301	32526301	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt604	Satt604	34333590	34333590	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt141	Satt141	35083258	35083258	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt506	Satt506	35824957	35824957	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Sat_089	Sat_089	37954899	37954899	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt189	Satt189	38070718	38070718	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt350	Satt350	39912836	39912836	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Sat_135	Sat_135	40366307	40366307	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Sat_169	Sat_169	40884894	40884894	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt041	Satt041	42619588	42619588	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt546	Satt546	43775646	43775646	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Sat_139	Sat_139	44879093	44879093	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt703	Satt703	45655733	45655733	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Sat_069	Sat_069	46353827	46353827	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt172	Satt172	46518562	46518562	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Sat_183	Sat_183	47404874	47404874	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt274	Satt274	48346028	48346028	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt459	Satt459	48390089	48390089	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Sat_202	Sat_202	48576750	48576750	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Sat_198	Sat_198	48621919	48621919	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Sat_415	Sat_415	50119193	50119193	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Sat_289	Sat_289	50122245	50122245	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Sat_192	Sat_192	51079970	51079970	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Satt271	Satt271	51321579	51321579	SSR	1
GmTE1_Gm02	Gm02	8	GmTE1_Gm02_Sat_283	Sat_283	51409785	51409785	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sct_195	Sct_195	324588	324588	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sat_379	Sat_379	462951	462951	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt631	Satt631	2916552	2916552	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt159	Satt159	3170252	3170252	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt152	Satt152	3338729	3338729	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sat_186	Sat_186	3465611	3465611	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt009	Satt009	3910364	3910364	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt641	Satt641	4554806	4554806	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt530	Satt530	5813720	5813720	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt675	Satt675	6923265	6923265	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sat_084	Sat_084	8640335	8640335	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt584	Satt584	9758202	9758202	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt683	Satt683	13550471	13550471	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt485	Satt485	13899377	13899377	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt125	Satt125	19368312	19368312	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sat_208	Sat_208	20201420	20201420	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt624	Satt624	20610436	20610436	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sat_275	Sat_275	31915094	31915094	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sat_033	Sat_033	34878121	34878121	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt080	Satt080	35457250	35457250	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sat_266	Sat_266	36046897	36046897	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt387	Satt387	36576813	36576813	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sat_236	Sat_236	37622177	37622177	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt521	Satt521	38691326	38691326	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt549	Satt549	39360547	39360547	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt339	Satt339	39934683	39934683	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt237	Satt237	40119245	40119245	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt255	Satt255	40344291	40344291	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sat_091	Sat_091	40846377	40846377	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sat_304	Sat_304	41101082	41101082	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt312	Satt312	41732591	41732591	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sat_295	Sat_295	42387885	42387885	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sat_239	Sat_239	42834802	42834802	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sat_241	Sat_241	43078518	43078518	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt257	Satt257	43533973	43533973	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Sat_306	Sat_306	43594307	43594307	SSR	1
GmTE1_Gm03	Gm03	19	GmTE1_Gm03_Satt022	Satt022	44682712	44682712	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt690	Satt690	447279	447279	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt565	Satt565	511274	511274	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt396	Satt396	2719887	2719887	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Sat_367	Sat_367	3243991	3243991	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Sat_337	Sat_337	4172921	4172921	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Sat_140	Sat_140	5221630	5221630	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt578	Satt578	7819499	7819499	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt607	Satt607	8093820	8093820	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt646	Satt646	8831010	8831010	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt661	Satt661	10377655	10377655	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt139	Satt139	10619216	10619216	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt718	Satt718	12448638	12448638	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Sat_404	Sat_404	12529698	12529698	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt190	Satt190	15698888	15698888	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt136	Satt136	15940325	15940325	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Sat_322	Sat_322	19046890	19046890	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Sat_077	Sat_077	21374366	21374366	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt361	Satt361	24113731	24113731	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Sat_357	Sat_357	25480267	25480267	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Sat_085	Sat_085	25510272	25510272	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Sat_416	Sat_416	37475344	37475344	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt294	Satt294	40155092	40155092	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt476	Satt476	40872037	40872037	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt195	Satt195	41154593	41154593	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Sat_042	Sat_042	41223762	41223762	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt670	Satt670	42571911	42571911	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Sat_207	Sat_207	42774138	42774138	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt713	Satt713	42980811	42980811	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Sat_311	Sat_311	43039818	43039818	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Sct_191	Sct_191	44182422	44182422	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt338	Satt338	46965057	46965057	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt524	Satt524	47090406	47090406	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt682	Satt682	47336070	47336070	SSR	1
GmTE1_Gm04	Gm04	5	GmTE1_Gm04_Satt164	Satt164	47677241	47677241	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_137	Sat_137	995992	995992	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt684	Satt684	1800563	1800563	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_368	Sat_368	2887510	2887510	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt572	Satt572	3403631	3403631	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt276	Satt276	3442620	3442620	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_344	Sat_344	3691992	3691992	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt165	Satt165	6639292	6639292	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt382	Satt382	6952308	6952308	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt593	Satt593	9799253	9799253	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt248	Satt248	11000046	11000046	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt471	Satt471	17232743	17232743	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt625	Satt625	18349851	18349851	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_410	Sat_410	18413305	18413305	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt449	Satt449	18415542	18415542	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt526	Satt526	19911097	19911097	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt364	Satt364	23929175	23929175	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt454	Satt454	25287839	25287839	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_371	Sat_371	26397416	26397416	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_369	Sat_369	26425903	26425903	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_385	Sat_385	28385960	28385960	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_384	Sat_384	28448141	28448141	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt591	Satt591	28478319	28478319	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_265	Sat_265	28765099	28765099	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt155	Satt155	29157455	29157455	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_356	Sat_356	32388677	32388677	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt050	Satt050	32832063	32832063	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_407	Sat_407	33718372	33718372	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt717	Satt717	33736604	33736604	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt648	Satt648	34158431	34158431	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_171	Sat_171	34164056	34164056	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt385	Satt385	35266405	35266405	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt619	Satt619	35700639	35700639	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt545	Satt545	36180448	36180448	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_267	Sat_267	37322446	37322446	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_217	Sat_217	38669795	38669795	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_271	Sat_271	38832499	38832499	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Sat_374	Sat_374	39901446	39901446	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt211	Satt211	39925769	39925769	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt225	Satt225	40076475	40076475	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt511	Satt511	40501124	40501124	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt236	Satt236	40501128	40501128	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt200	Satt200	40717018	40717018	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt174	Satt174	41398100	41398100	SSR	1
GmTE1_Gm05	Gm05	1	GmTE1_Gm05_Satt599	Satt599	41691349	41691349	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt681	Satt681	489053	489053	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Sat_130	Sat_130	1839968	1839968	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt227	Satt227	4222759	4222759	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt640	Satt640	4677146	4677146	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Sat_062	Sat_062	4947616	4947616	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt432	Satt432	6288886	6288886	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt281	Satt281	6524230	6524230	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt520	Satt520	7023519	7023519	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt422	Satt422	7227767	7227767	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt291	Satt291	7320826	7320826	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Sat_336	Sat_336	8255246	8255246	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt457	Satt457	8783045	8783045	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Sat_153	Sat_153	10231953	10231953	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt170	Satt170	11267455	11267455	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt305	Satt305	11310232	11310232	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt322	Satt322	12310114	12310114	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt450	Satt450	14179560	14179560	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Sat_246	Sat_246	14445046	14445046	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Sat_213	Sat_213	14601487	14601487	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt376	Satt376	15483081	15483081	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt363	Satt363	15756612	15756612	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt643	Satt643	16057631	16057631	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt286	Satt286	16171976	16171976	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Sat_402	Sat_402	16367791	16367791	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt277	Satt277	17174087	17174087	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt557	Satt557	20018949	20018949	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt658	Satt658	20554981	20554981	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt489	Satt489	23874573	23874573	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt289	Satt289	27545999	27545999	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt134	Satt134	27940856	27940856	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt100	Satt100	30668337	30668337	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Sat_312	Sat_312	35215402	35215402	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt319	Satt319	37340145	37340145	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Sat_251	Sat_251	39010174	39010174	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Sat_142	Sat_142	39555419	39555419	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt708	Satt708	39772231	39772231	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Sat_238	Sat_238	43229248	43229248	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt460	Satt460	43291441	43291441	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt079	Satt079	43951071	43951071	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Sat_263	Sat_263	44188273	44188273	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt307	Satt307	46286983	46286983	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt433	Satt433	46969687	46969687	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt316	Satt316	47485243	47485243	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt202	Satt202	47820712	47820712	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Sat_252	Sat_252	48582559	48582559	SSR	1
GmTE1_Gm06	Gm06	6	GmTE1_Gm06_Satt371	Satt371	49159840	49159840	SSR	1
