map_acc	map_name	map_start	map_stop	feature_acc	feature_name	feature_aliases	feature_start	feature_stop	feature_type_acc	feature_dbxref_name	feature_dbxref_url	is_landmark	feature_attributes
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt071	Satt071		82.88	82.88	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-013211-00449	BARC-013211-00449		77.07	77.07	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-020161-04490	BARC-020161-04490		76.58	76.58	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-030147-06815	BARC-030147-06815		76.56	76.56	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-021569-04147	BARC-021569-04147		76.56	76.56	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Sat_414	Sat_414		76.54	76.54	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-020113-04470	BARC-020113-04470		75.64	75.64	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-008013-00215	BARC-008013-00215		74.68	74.68	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-014589-01587	BARC-014589-01587		74.44	74.44	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-025453-06504	BARC-025453-06504		73.32	73.32	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-055863-13800	BARC-055863-13800		73.27	73.27	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-021531-04135	BARC-021531-04135		73.25	73.25	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Sat_305	Sat_305		72.37	72.37	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-044479-08708	BARC-044479-08708		71.12	71.12	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-054277-12436	BARC-054277-12436		65.87	65.87	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-054051-12293	BARC-054051-12293		65.87	65.87	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-039381-07309	BARC-039381-07309		65.78	65.78	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-029049-06055	BARC-029049-06055		65.75	65.75	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-018657-02988	BARC-018657-02988		65.71	65.71	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-025503-06514	BARC-025503-06514		65.70	65.70	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-054071-12319	BARC-054071-12319		64.67	64.67	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-044293-08662	BARC-044293-08662		62.97	62.97	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-044293-08666	BARC-044293-08666		60.65	60.65	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-053519-11885	BARC-053519-11885		60.62	60.62	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-018755-03002	BARC-018755-03002		59.79	59.79	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-065113-19102	BARC-065113-19102		59.03	59.03	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-060037-16311	BARC-060037-16311		58.80	58.80	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-064441-18673	BARC-064441-18673		58.23	58.23	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-041325-07964	BARC-041325-07964		58.03	58.03	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-025745-05032	BARC-025745-05032		57.97	57.97	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Sat_036	Sat_036		57.52	57.52	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_AW781285	AW781285		56.59	56.59	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt198	Satt198		55.42	55.42	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-024909-10358	BARC-024909-10358		54.86	54.86	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt436	Satt436		54.52	54.52	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-010881-00789	BARC-010881-00789		54.14	54.14	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt439	Satt439		53.82	53.82	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Sat_345	Sat_345		53.26	53.26	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-010999-00814	BARC-010999-00814		52.71	52.71	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt468	Satt468		52.41	52.41	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-044221-08647	BARC-044221-08647		51.49	51.49	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt507	Satt507		50.88	50.88	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Sat_106	Sat_106		50.31	50.31	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Sat_343	Sat_343		49.98	49.98	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-052429-11439	BARC-052429-11439		49.43	49.43	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-065311-19328	BARC-065311-19328		49.41	49.41	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Sat_110	Sat_110		49.27	49.27	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt221	Satt221		48.84	48.84	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt548	Satt548		48.30	48.30	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt321	Satt321		48.25	48.25	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt368	Satt368		47.48	47.48	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt077	Satt077		47.31	47.31	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-016811-02338	BARC-016811-02338		47.25	47.25	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt032	Satt032		46.81	46.81	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt502	Satt502		46.29	46.29	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt605	Satt605		46.09	46.09	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt532	Satt532		45.94	45.94	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-065771-19744	BARC-065771-19744		45.58	45.58	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-065083-19095	BARC-065083-19095		45.58	45.58	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-054039-12271	BARC-054039-12271		45.58	45.58	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-049923-09243	BARC-049923-09243		45.58	45.58	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-065407-19442	BARC-065407-19442		45.55	45.55	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-031705-07216	BARC-031705-07216		45.55	45.55	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt482	Satt482		45.47	45.47	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-015055-02546	BARC-015055-02546		45.12	45.12	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-054561-12109	BARC-054561-12109		45.06	45.06	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-062235-17726	BARC-062235-17726		45.06	45.06	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-063183-18261	BARC-063183-18261		45.06	45.06	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-064089-18553	BARC-064089-18553		45.06	45.06	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-064615-18752	BARC-064615-18752		45.06	45.06	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-038331-10034	BARC-038331-10034		45.07	45.07	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-024873-10352	BARC-024873-10352		45.08	45.08	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-050855-09932	BARC-050855-09932		45.06	45.06	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt169	Satt169		44.79	44.79	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt320	Satt320		44.73	44.73	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-017943-02462	BARC-017943-02462		44.59	44.59	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt342	Satt342		44.35	44.35	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-056421-14329	BARC-056421-14329		43.96	43.96	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-064509-18705	BARC-064509-18705		43.80	43.80	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-060367-16631	BARC-060367-16631		43.80	43.80	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-051167-11023	BARC-051167-11023		43.80	43.80	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-060617-16751	BARC-060617-16751		43.74	43.74	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-900950-00975	BARC-900950-00975		43.67	43.67	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-058095-15093	BARC-058095-15093		42.93	42.93	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-064133-18567	BARC-064133-18567		42.74	42.74	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-063303-18321	BARC-063303-18321		42.63	42.63	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-060923-16968	BARC-060923-16968		42.63	42.63	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-059897-16201	BARC-059897-16201		42.63	42.63	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-064293-18611	BARC-064293-18611		42.57	42.57	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-058337-15231	BARC-058337-15231		42.57	42.57	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-040871-07858	BARC-040871-07858		42.57	42.57	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Sat_201	Sat_201		42.57	42.57	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-039815-07590	BARC-039815-07590		42.42	42.42	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt383	Satt383		42.39	42.39	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-052895-11671	BARC-052895-11671		42.24	42.24	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-055131-13049	BARC-055131-13049		42.23	42.23	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-054393-12560	BARC-054393-12560		42.01	42.01	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_AZ302047	AZ302047		41.89	41.89	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-050267-09542	BARC-050267-09542		41.69	41.69	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-065079-19090	BARC-065079-19090		41.58	41.58	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-058135-15106	BARC-058135-15106		41.58	41.58	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-043191-08550	BARC-043191-08550		41.58	41.58	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-064145-18570	BARC-064145-18570		41.58	41.58	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-062007-17609	BARC-062007-17609		41.58	41.58	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-061099-17047	BARC-061099-17047		41.58	41.58	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-057643-14873	BARC-057643-14873		41.58	41.58	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-010735-00718	BARC-010735-00718		41.21	41.21	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt179	Satt179		41.19	41.19	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt254	Satt254		40.89	40.89	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-065507-19517	BARC-065507-19517		40.87	40.87	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-059281-15709	BARC-059281-15709		40.87	40.87	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-051661-11188	BARC-051661-11188		40.87	40.87	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-051659-11186	BARC-051659-11186		40.87	40.87	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-023617-03414	BARC-023617-03414		40.85	40.85	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-058851-15477	BARC-058851-15477		40.74	40.74	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-G02084-00222	BARC-G02084-00222		40.64	40.64	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt267	Satt267		40.55	40.55	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt603	Satt603		40.15	40.15	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-011057-00831	BARC-011057-00831		39.92	39.92	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt203	Satt203		39.73	39.73	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Sat_346	Sat_346		39.24	39.24	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-065325-19338	BARC-065325-19338		38.88	38.88	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-043155-08539	BARC-043155-08539		38.81	38.81	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt515	Satt515		38.79	38.79	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-056087-14062	BARC-056087-14062		38.47	38.47	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt370	Satt370		38.37	38.37	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-060767-16867	BARC-060767-16867		37.97	37.97	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt295	Satt295		37.89	37.89	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-060833-16926	BARC-060833-16926		37.14	37.14	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt580	Satt580		36.58	36.58	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt283	Satt283		36.20	36.20	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-030973-06982	BARC-030973-06982		33.54	33.54	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt531	Satt531		31.67	31.67	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-021671-04176	BARC-021671-04176		30.74	30.74	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-040201-07681	BARC-040201-07681		30.27	30.27	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-017963-02483	BARC-017963-02483		29.88	29.88	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-040201-07680	BARC-040201-07680		29.67	29.67	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Sat_353	Sat_353		29.62	29.62	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-042721-08396	BARC-042721-08396		26.90	26.90	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-024477-04900	BARC-024477-04900		24.80	24.80	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-056093-14075	BARC-056093-14075		20.84	20.84	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-042947-08472	BARC-042947-08472		20.22	20.22	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-015477-01982	BARC-015477-01982		19.67	19.67	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-016475-02622	BARC-016475-02622		18.59	18.59	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-047699-10383	BARC-047699-10383		17.33	17.33	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-045297-08928	BARC-045297-08928		16.72	16.72	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-016003-02032	BARC-016003-02032		16.65	16.65	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Satt184	Satt184		16.13	16.13	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-010419-00630	BARC-010419-00630		16.04	16.04	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-038883-07384	BARC-038883-07384		15.98	15.98	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-035199-07136	BARC-035199-07136		12.82	12.82	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-059889-16199	BARC-059889-16199		7.35	7.35	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-065659-19620	BARC-065659-19620		7.09	7.09	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-024147-04784	BARC-024147-04784		0.00	0.00	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_BARC-028843-06027	BARC-028843-06027		5.38	5.38	SNP			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Sat_332	Sat_332		6.10	6.10	SSR			1	
GmConsensus40_D1a	D1a	0.00	97.29	GmConsensus40_D1a_Sat_413	Sat_413		6.74	6.74	SSR			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-900001-01553	BARC-900001-01553		104.97	104.97	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-046086-10232	BARC-046086-10232		104.97	104.97	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_Satt172	Satt172		104.14	104.14	SSR			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-040187-07679	BARC-040187-07679		103.89	103.89	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-021647-04164	BARC-021647-04164		103.89	103.89	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-030361-06861	BARC-030361-06861		103.84	103.84	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-030479-06875	BARC-030479-06875		103.61	103.61	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-013983-01297	BARC-013983-01297		103.60	103.60	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_Satt703	Satt703		103.25	103.25	SSR			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-041581-08046	BARC-041581-08046		101.18	101.18	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_Sat_139	Sat_139		98.37	98.37	SSR			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-014923-01922	BARC-014923-01922		96.94	96.94	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-057245-14644	BARC-057245-14644		96.93	96.93	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-031617-07119	BARC-031617-07119		96.93	96.93	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-021561-04146	BARC-021561-04146		95.45	95.45	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-017255-02254	BARC-017255-02254		95.43	95.43	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-048437-10593	BARC-048437-10593		95.41	95.41	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-024409-04868	BARC-024409-04868		95.29	95.29	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-064921-19001	BARC-064921-19001		95.07	95.07	SNP			1	
GmConsensus40_D1b	D1b	0.00	135.54	GmConsensus40_D1b_BARC-041815-08101	BARC-041815-08101		95.07	95.07	SNP			1	
